"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","39","3.988","79.5","2.6",".",".",".",".",".","12.8",".",".",".","5.1",".",".",".","."
"999
Advanced Independent Study","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"PHM SCI
718","Dept. Total","","904","3.172","33.4","15.4","26.0","10.7","10.1","1.7","0.4","1.9",".",".",".","0.4",".",".",".","."
