"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"544
Surgery Fundamentals","001","77","4.000","55.8",".",".",".",".",".",".","44.2",".",".",".",".",".",".",".","."
"545
Fundmntls-Anesthesiology I","001","77","3.506","46.8","23.4","19.5","5.2","5.2",".",".",".",".",".",".",".",".",".",".","."
"546
Fundmntls-Anesthesiology II","001","81","3.784","66.7","23.5","9.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"631
Large Animal Surgery","001","82","2.884","7.3","15.9","46.3","9.8","19.5","1.2",".",".",".",".",".",".",".",".",".","."
"638
Veterinary Radiology","001","81","2.833","4.9","19.8","38.3","13.6","22.2","1.2",".",".",".",".",".",".",".",".",".","."
"642","001","23","3.800","60.9",".",".",".",".","4.3",".","34.8",".",".",".",".",".",".",".","."
"642","201","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Large Animal Surgery","Course Total","25","3.824","64.0",".",".",".",".","4.0",".","32.0",".",".",".",".",".",".",".","."
"644","001","32","4.000","62.5",".",".",".",".",".",".","37.5",".",".",".",".",".",".",".","."
"644","201","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Orthopedic Surgery","Course Total","35","4.000","62.9",".",".",".",".",".",".","37.1",".",".",".",".",".",".",".","."
"645","001","40","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"645","201","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","45","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"646
Veterinary Anesthesiology","001","29","4.000","72.4",".",".",".",".",".",".","27.6",".",".",".",".",".",".",".","."
"647
Radiology Clinics","001","15","3.000","13.3",".",".",".",".","6.7",".","80.0",".",".",".",".",".",".",".","."
"675","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","004","43","4.000","16.3",".",".",".",".",".",".","83.7",".",".",".",".",".",".",".","."
"675","005","81","3.435","21.0","50.6","22.2","4.9","1.2",".",".",".",".",".",".",".",".",".",".","."
"675","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","007","11","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"675","008","16","4.000","93.8",".",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"675","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"675","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","184","3.594","41.3","22.3","9.8","2.2","0.5",".",".","23.9",".",".",".",".",".",".",".","."
"699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","62","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","69","4.000","5.8",".",".",".",".",".",".","94.2",".",".",".",".",".",".",".","."
"741
Clinical Ophthalm Rotation","001","30","4.000","36.7",".",".",".",".",".",".","63.3",".",".",".",".",".",".",".","."
"743
Adv Anesthlgy/Crit Care Med","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"744
Restrnt/Anesth Exotic Anmls","001","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"748
Veterinary Dentistry","001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"775","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 372 of 375",""
