"SOCIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"698","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","036","","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","046","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","61","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","47","3.909","87.2","8.5","2.1",".",".",".",".",".",".",".",".",".",".",".",".","2.1"
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","14","3.952","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","82","3.874","80.5","12.2","3.7",".","1.2",".",".","1.2",".",".",".",".",".",".",".","1.2"
"725
Sociology-Economic Change","001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Intmed Soc Psych-Indiv&Scty","001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
Research Methods-Sociology","001","","40","3.474","42.5","17.5","27.5","10.0",".",".",".","2.5",".",".",".",".",".",".",".","."
"752
Survey Rsch: Applications","001","","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"755
Methods-Qualitative Resch","001","","7","3.600","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","28.6"
"908
Smr-Sociology of Education","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"920
Seminar-Complex Organizatn","001","","15","3.813","33.3","20.0",".",".",".",".",".","40.0",".",".",".",".",".",".",".","6.7"
"921
Smr-Rsch in Sociol of Med","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Smr-Social Stratification","001","","10","3.778","50.0","40.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"941
Grassroot Devlpmnt-3rd Wrld","001","","27","3.885","77.8","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".",".","3.7"
"945","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"945","002","","13","3.792","53.8","38.5",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Seminar-Rural Sociology","Course Total","","17","3.844","64.7","29.4",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"952
Math&Stat Applications-Soc","001","","21","3.778","47.6","38.1",".",".",".",".",".","9.5",".",".",".",".",".",".",".","4.8"
"955
Smr-Qualitative Methodology","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"971
Smr:Topics-Demography&Ecol","001","","9","3.625","22.2","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"982
Smr-Latin American Area","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"984
Rsch:Smr-Sociol of Gender","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"985
Rsch:Sci,Tech,Ag,Rscs&Envir","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
