"TERM : 0974","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1996-97","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","182","3.574","36.3","42.9","15.9","0.5","1.6","",".","",".","",".","",".",".","",".","",".","",".","1.1","1.1","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.762","30.0","30.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".","20.0","10.0","10.0"
"Prof Yr 1","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","83","3.567","42.2","33.7","19.3",".","3.6","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","."
"Prof Yr 4","","87","3.571","31.0","52.9","14.9","1.1",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","171","3.568","36.3","43.9","17.0","0.6","1.8","",".","",".","",".","",".",".","",".","",".","",".",".","0.6","."
"","Dept. Total","182","3.574","36.3","42.9","15.9","0.5","1.6","",".","",".","",".","",".",".","",".","",".","",".","1.1","1.1","0.5"
