"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"","699","078","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","155","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","812","004","23","3.522","26.1","52.2","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","005","17","3.618","41.2","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","006","17","3.441","23.5","41.2","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","","Course Total","60","3.517","28.3","45.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","1.7"
"Dermatology Selective","821","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915","001","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","915","002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","","Course Total","93","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","919","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","6","3.750","33.3","33.3",".",".",".",".",".","16.7",".",".",".",".",".",".","16.7","."
"Req 4th Yr Med Subintrnshp","920","001","40","3.663","47.5","40.0","10.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","921","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerkship-Meriter","923","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med In/Outpatnt-Mrshfld","926","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Medicine Subintern-CSC","929","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy&ClinImmun Clerk-CSC","940","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy Clerkshp-Marshfield","941","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol Consult Serv-CSC","943","001","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Cardiol Clerkshp-VAH","944","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol-Clin Clerk-LaCrosse","950","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Electrocardiography-CSC","952","001","66","3.924","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","953","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dermatology Clerk-Marshfld","954","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-Milw","956","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","957","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","960","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","962","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Nutrition Counslng Clrk-CSC","963","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","965","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hematology Subintern-CSC","968","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","971","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","981","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Crit Care-ICU Subintrn-Milw","984","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","985","001","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Crit Care/Med ICU-Marshfld","987","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","988","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
