"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","007","","6","3.816","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","008","","7","3.913","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","009","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","010","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","67","3.879","79.1","17.9","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"698","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","016","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","8","3.912","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","26","3.971","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","20","3.711","50.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","5.0"
"701
Interpretv Rsch-Health Care","001","","36","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Nursing-Family Hlth Crises","001","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Group Thry-Nursing Applcatn","001","","8","3.583","12.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","25.0"
"715
Mgt Hlth Probs-Ambul Settng","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
