"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105","001","","78","3.506","47.4","23.1","16.7","9.0","3.8",".",".",".",".",".",".",".",".",".",".","."
"Clinical Nursing I","219","001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Independent Reading","299","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Hist&Patient Assessmnt","301","001","","47","3.660","42.6","46.8","10.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Systematic Investigtn","302","001","","32","3.625","31.3","62.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology & Nursing","310","001","","54","3.259","9.3","42.6","40.7","5.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"Alterations in Body Systems","312","001","","59","3.017","10.2","22.0","40.7","18.6","6.8","1.7",".",".",".",".",".",".",".",".",".","."
"","317","001","","13","3.654","61.5","7.7","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Health Assessment","","Course Total","","14","3.607","57.1","7.1","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nurs Care-Inpatient Setting","319","001","","52","3.731","61.5","28.8","5.8","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","322","001","","29","3.621","41.4","41.4","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fam-cent Perinatl&Ped Nrsng","332","001","","34","3.294","20.6","29.4","41.2","5.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"Legal&Social Forces-Nursing","401","001","","41","2.951","14.6","14.6","19.5","48.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"Org Influence-Interdis Prac","415","001","","60","3.225","31.7","21.7","13.3","30.0","1.7","1.7",".",".",".",".",".",".",".",".",".","."
"Clin III-Com Hlth Nurs Prac","419","001","","47","3.883","83.0","10.6","6.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Concepts-Nurs Practice","422","001","","84","3.601","41.7","41.7","11.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Essentials-Gerontol Nursing","433","001","","52","3.913","82.7","17.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research","434","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","437","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","437","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mgmt & Leadershp in Nursing","","Course Total","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","444","001","","11","3.636","63.6","18.2","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Persons&Family/Complx Needs","449","001","","49","3.867","83.7","10.2","4.1",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Primary Health Care-School","470","001","","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"Clinical Practicum for RN's","519","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","590","001","","10","3.722","40.0","50.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","590","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","590","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","590","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Practices-Nursing","","Course Total","","19","3.639","42.1","36.8","15.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Mgt-Health Problems in Aged","611","001","","16","3.656","62.5","18.8","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","612","001","","21","3.643","42.9","52.4",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","612","002","","13","3.833","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612","003","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Mgmt-Adv Nurs Prac","","Course Total","","42","3.747","57.1","40.5",".",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"","613","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","613","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","613","003","","8","3.870","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","613","004","","7","3.850","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","613","005","","7","3.700","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 356 of 375",""
