"Smr-Risk Managemnt&Insuranc","875
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
079","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","317","3.024","21.5","11.4","39.4","11.0","13.2","0.6","1.3","1.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","50","2.810","12.0","6.0","44.0","16.0","20.0",".","2.0",".","",".",".","",".","",".","",".",".",".","."
"Junior","","93","2.935","14.0","16.1","38.7","9.7","18.3","1.1","1.1","1.1","",".",".","",".","",".","",".",".",".","."
"Senior","","140","3.016","20.7","8.6","43.6","12.1","10.7","0.7","1.4","2.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","283","2.952","17.0","10.6","42.0","12.0","14.8","0.7","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Special","","2","2.900",".","50.0",".","50.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.721","62.1","13.8","20.7",".",".",".",".","3.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","317","3.024","21.5","11.4","39.4","11.0","13.2","0.6","1.3","1.6","",".",".","",".","",".","",".",".",".","."
