"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","","BC","C","","D","","F","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clrkshp Fam Med&Prac-Madisn","920","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-EauClaire","922","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerkshp-FamMed&Prac-Wausau","923","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrk Fam&Commun Med-Hayward","926","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","930","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Commun Cross Cult Hlth Care","934","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","935","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","9","3.308","55.6","11.1","",".",".","",".","",".","11.1","",".","",".",".",".",".",".",".","22.2","."
