"Ped Endocr/DiabetesClrk-CSC","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clin Genetics Clerk-CSC","953
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Neurol Clerk-CSC","965
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","966
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","","95","3.635","36.8","52.6","10.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","2","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","74","3.628","33.8","58.1","8.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","19","3.705","52.6","26.3","21.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","93","3.637","37.6","51.6","10.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","95","3.635","36.8","52.6","10.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
