"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
012","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Infection and Immunity II","702
001","146","3.356","38.4",".","58.9",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","707
001","142","3.451","50.7",".","43.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","707
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastrointestinal Tract","Course Total","146","3.452","50.7",".","43.8",".","5.5",".",".",".",".",".",".",".",".",".",".","."
"Hepatic","001
708","147","3.932","93.9",".","5.4",".","0.7",".",".",".",".",".",".",".",".",".",".","."
"Renal","709
002","18","3.444","66.7",".","22.2",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Male/Female Endocrine Sys","711
001","141","3.326","39.0",".","54.6",".","6.4",".",".",".",".",".",".",".",".",".",".","."
"Psychiatry","716
001","68","3.853","86.8",".","11.8",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Autopsy Pathology","718
001","137","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Neoplastic Diseases","721
001","139","3.719","74.1",".","23.7",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Pharmacology II","727
001","143","3.755","79.0",".","18.9",".","1.4",".","0.7",".",".",".",".",".",".",".",".","."
"Neuroscience","731
001","158","3.866","86.1","1.9","10.1","0.6","0.6",".",".",".",".",".",".",".",".",".",".","0.6"
"Clin Medicine & Practice I","801
001","140","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Generalist Partners Prgm II","804
001","146","3.945","94.5",".","5.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"MED SC-M
622","Dept. Total","1540","3.716","66.1","0.2","21.9","0.1","1.9",".","0.1","9.6",".",".",".",".",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Senior","","3","3.382","66.7",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","3","3.382","66.7",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","4","2.625",".",".","50.0",".",".",".","25.0",".",".",".",".",".",".",".",".","25.0"
"Graduate","","15","3.672","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","276","3.936","94.2",".","5.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1228","3.621","60.7",".","25.4",".","2.3",".","0.1","11.5",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","2.833","8.3",".","33.3",".","16.7",".",".","41.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1518","3.722","66.3",".","21.9",".","2.0",".","0.1","9.7",".",".",".",".",".",".",".","."
"","Dept. Total","1540","3.716","66.1","0.2","21.9","0.1","1.9",".","0.1","9.6",".",".",".",".",".",".",".","0.1"
