"TERM : 0974","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL  Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","",""
"","812
003
35","3.671","40.0","54.3","5.7",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"","004
33
812","3.652","33.3","63.6","3.0",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Third Year Ophthalmology","Course Total
68","3.662","36.8","58.8","4.4",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"OPHTHALM
702","68
Dept. Total","3.662","36.8","58.8","4.4",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","",""
"Prof Yr 3","68","3.662","36.8","58.8","4.4",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","68","3.662","36.8","58.8","4.4",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
68","3.662","36.8","58.8","4.4",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 338 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
