"Radiology Selective","820
001","","18","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","920
001","","21","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Nuclr Med Clerk-CSC/VA","923
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Gen Radiol Clerk-St Lukes","924
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RADIOL
832","Dept. Total","","44","3.899","90.9","6.8","2.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","3","3.667","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","18","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","23","3.882","87.0","13.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","41","3.931","92.7","7.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","44","3.899","90.9","6.8","2.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
