"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Extramur Elec-Emergency Med","936
001","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"SR MED
882","Dept. Total","147","3.765","54.4","42.2","2.0",".","",".","",".","",".","0.7","",".",".","",".","",".","",".",".",".","0.7"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","57","3.670","36.8","57.9","3.5",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","1.8"
"Prof Yr 4","","89","3.840","66.3","31.5","1.1",".","",".","",".","",".","1.1","",".",".","",".","",".","",".",".",".","."
"Professionals","","147","3.765","54.4","42.2","2.0",".","",".","",".","",".","0.7","",".",".","",".","",".","",".",".",".","0.7"
"","Dept. Total","147","3.765","54.4","42.2","2.0",".","",".","",".","",".","0.7","",".",".","",".","",".","",".",".",".","0.7"
