"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","",""
"","699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","812","003","34","3.824","67.6","29.4","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","004","37","3.730","59.5","29.7","8.1","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Psychiatry","","Course Total","71","3.775","63.4","29.6","5.6","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","922","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"SpecAdultPsychClerk-Mendota","923","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-Mendota","924","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psy Clerk-CSC/MHC","925","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Geriatric Psychiat Clrk-VAH","930","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PSYCHIAT
814","","Dept. Total","79","3.760","63.3","27.8","7.6","1.3",".",".",".",".",".",".",".",".",".",".",".","."
