"TERM : 0974","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"NEUROPHYSIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Current Research in Hearing","675
001
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","990
014
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","990
018
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Research&Thesis-Neurophy","Course Total
3","***","","","","","","","","","","","","","",""
"NEUROPHY
680","6
Dept. Total","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Special","1","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".  
.  
.  
."
"Graduate","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 335 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
