"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Veterinary Parasitology","514
001","77","3.592","55.8","6.5","35.1","1.3",".",".",".","1.3",".",".",".",".",".",".",".","."
"Reg Vet Med & Public Health","515
001","81","3.846","74.1","21.0","4.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Systemic Path II","561
001","78","3.167","15.4","26.9","38.5","14.1","5.1",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Clinic Pathology","562
001","78","3.385","33.3","26.9","24.4","14.1","1.3",".",".",".",".",".",".",".",".",".",".","."
"Vet Necropsy Rotation","660
001","15","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"","675
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
005","75","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","77","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","699
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Vet Necropsy Rotation","721
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","414","3.446","36.5","15.5","19.3","5.6","1.2",".",".","22.0",".",".",".",".",".",".",".","."
