"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL SCIENCES - VET MED","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","592
Dept. Total","3.400","34.6","6.6","12.8","0.8","2.9","0.2","",".","41.0","",".",".","",".","",".","0.3",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
