"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","217","3.680","58.5","21.2","7.8","1.8","3.7","",".","",".","6.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","9","3.235","22.2","22.2","44.4",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","15","3.160","20.0","33.3","20.0",".","26.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","30","3.495","40.0","40.0","6.7","3.3","10.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","58","3.358","32.8","32.8","17.2","3.4","13.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","153","3.836","68.0","16.3","4.6","1.3",".","",".","",".","9.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","4","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","217","3.680","58.5","21.2","7.8","1.8","3.7","",".","",".","6.9","",".",".","",".","",".","",".",".",".","."
