"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"100
Intro to Nursing Profession","001","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"105
Health Care: Intrdis Appr","001","","163","3.923","88.3","8.0","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"212
Hum Response-Hlth & Illness I","001","","149","3.688","48.3","40.9","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"219
Clinical Nursing I","001","","149","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"301
Hlth Hist&Patient Assessmnt","001","","149","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"310
Mntl Hlth&Illness:Implcatn/Nur","001","","148","3.973","95.9","2.7","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"322
Community Health Nursing","001","","77","3.981","97.4","1.3","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","001","","55","3.964","92.7","7.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin III-Com Hlth Nurs Prac","Course Total","","63","3.968","93.7","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","73","3.267","1.4","57.5","35.6","4.1","1.4",".",".",".",".",".",".",".",".",".",".","."
"433
Essentials-Gerontol Nursing","001","","149","3.604","35.6","53.0","10.1","0.7",".","0.7",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","73","3.945","90.4","8.2","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"470","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"470","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"470","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"School Nursing and Comm Hlth","Course Total","","8","3.583","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"525
Global Health Nursing","001","","7","3.917","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590
Contemp Practices-Nursing","005","","24","3.975","91.7","4.2",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"680
Honors Seminar","001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","21","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
