"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"698","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Ldrshp in Adv Practc Nursing I","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Nursing Research","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","","24","3.783","66.7","16.7","12.5",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"726","020","","26","3.712","53.8","34.6","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"726","060","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","36","3.708","52.8","36.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","020","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","35","3.842","88.6","8.6",".",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"729
APN Clin Appl & Role Dev II","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"772
Leadership&Org Decision-Making","001","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"799
Independent Study","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"804
Advanced Qualitative Design","001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"805
Measurement in Health Research","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"811
Advanced Pathophysiology","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"816","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"816","002","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Proseminar in Nursing Research","Course Total","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"819
Clincal Field Practicum","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
