"TERM : 1172","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2016-2017","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","",""
"","920
008
2","***","","","","","","","","","",".",".",".",".",".",".   
."
"","920
009
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"","920
010
2","***","","","","","","","","","",".",".",".",".",".",".   
."
"Rehabilitatn Med Clerk-CSC","Course Total
5","***","","","","","","","","","","","","","","",""
"RHAB MED
840","5
Dept. Total","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","",""
"Prof Yr 3","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Prof Yr 4","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"Professionals","5","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
5","***","","","","","","","","","",".",".",".",".",".",".  
."
"February 06, 2017","","","","","","","","","","","","","","","","","Page 394 of 423"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
