"L&S","","","","","","","","","","","","","","","","","","","",""
"SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Marriage and Family","120","001","287","2.949","15.0","25.1","32.1","11.5","8.0","6.3","2.1",".",".",".",".",".",".",".",".","."
"","125","001","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125","002","252","3.127","17.5","29.4","25.4","16.7","5.6","2.4","0.4",".",".",".",".",".","0.4","0.8","1.2","0.4"
"Amer Soc: How It Really Works","","Course Total","277","3.179","22.7","28.5","23.5","15.2","5.1","2.2","0.4",".",".",".",".",".","0.4","0.7","1.1","0.4"
"Criminal Justice in America","131","001","67","2.851","10.4","16.4","32.8","22.4","13.4","4.5",".",".",".",".",".",".",".",".",".","."
"","134","001","194","3.314","24.7","38.1","18.0","10.3","6.7","0.5",".",".",".",".",".",".",".",".","1.5","."
"","134","002","84","3.417","38.1","23.8","25.0","9.5","3.6",".",".",".",".",".",".",".",".",".",".","."
"","134","003","191","3.217","16.8","32.5","39.3","3.7","6.8","0.5","0.5",".",".",".",".",".",".",".",".","."
"Am Racial&Ethnic Minorities","","Course Total","469","3.293","23.9","33.3","27.9","7.5","6.2","0.4","0.2",".",".",".",".",".",".",".","0.6","."
"","138","001","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","138","002","97","3.969","94.8","4.1","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Sociology of Gender","","Course Total","116","3.949","89.7","9.5","0.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Community & Envir Soc","140","001","46","3.620","54.3","32.6","4.3","4.3","2.2","2.2",".",".",".",".",".",".",".",".",".","."
"Population Problems","170","001","382","3.372","30.4","38.5","18.1","8.1","2.9","0.8","1.3",".",".",".",".",".",".",".",".","."
"Intro to LGBTQ+ Studies","200","001","44","2.989","20.5","27.3","22.7","11.4","9.1","6.8","2.3",".",".",".",".",".",".",".",".","."
"Intercultural Dialogues","205","001","20","3.850","85.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership in ICD","206","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey of Sociology","210","001","106","3.358","31.1","37.7","17.9","7.5","2.8","0.9","1.9",".",".",".",".",".",".",".",".","."
"The Sociological Enterprise","211","001","62","3.565","41.9","41.9","8.1","6.5",".","1.6",".",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","10","3.650","60.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Technology and Society","245","001","20","3.425","25.0","40.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","9","3.556","22.2","66.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","049","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","135","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","357","001","92","3.484","31.5","44.6","15.2","6.5","2.2",".",".",".",".",".",".",".",".",".",".","."
"Stats for Sociologists I","360","001","71","3.143","36.6","15.5","16.9","12.7","12.7","1.4","2.8","1.4",".",".",".",".",".",".",".","."
"Stats for Sociologists II","361","001","28","3.786","67.9","21.4","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Issues in Aging","422","001","10","3.333","20.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0","."
"Criminology","441","001","96","3.026","25.0","15.6","29.2","16.7","7.3","1.0","4.2",".",".",".",".",".","1.0",".",".","."
"Juvenile Delinquency","446","001","36","2.957","30.6","13.9","16.7","16.7","11.1","2.8","5.6",".",".",".",".",".","2.8",".",".","."
"Study Abroad-Soc Organization","465","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociodem Anal-Mexican Migratn","470","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","475","002","14","3.000","21.4","14.3","28.6","28.6",".","7.1",".",".",".",".",".",".",".",".",".","."
"","475","003","30","3.121","10.0","33.3","30.0","16.7","6.7",".",".",".",".",".",".",".","3.3",".",".","."
"","475","005","22","3.591","68.2","13.6","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"Classical Soc Theory","","Course Total","66","3.254","31.8","22.7","22.7","15.2","3.0","1.5","1.5",".",".",".",".",".","1.5",".",".","."
"Contemporary Soc Theory","476","001","6","3.750","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
