"","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","",""
"601
001
Clinical Medicine I","52","3.692","48.1","42.3","9.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"610
001
Clinic Prevnt & Commnty Prac I","82","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"617
001","47","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"617
002","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Professional Seminar II","77","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"620
001
Advanced Patient Evaluation I","47","3.628","38.3","48.9","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
001
Women's Hlth-Physician Asstnts","47","3.404","23.4","36.2","38.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"640
001
Clinical Pharmacology I","52","3.385","30.8","26.9","30.8","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"650
001
Diagnostic Methods I","52","3.433","26.9","36.5","32.7","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"717
001","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"717
002","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Professional Smnr & Capstone I","76","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"729
001
Phy Asst Preceptor: Surgery","20","3.525","25.0","55.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
001
Phy Asst Precptrshp: Fam Med","25","3.580","40.0","44.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"749
001
Phy Asst Precptrshp: Int Med","21","3.690","47.6","42.9","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"759
001
Phys Asst Precptrshp: Emrg Med","25","3.780","68.0","24.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"787
001
Public Health and PA Practice","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"PHY ASST
Dept. Total
750","582","3.595","21.6","22.7","12.2","2.1",".",".",".",".",".","41.4",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","406","3.523","18.2","20.0","14.5","2.0",".",".",".",".",".","45.3",".",".",".",".",".","."
"Prof Yr 2","137","3.648","30.7","27.0","6.6","2.2",".",".",".",".",".","33.6",".",".",".",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","25.0",".",".",".",".",".","."
"Prof Yr 4","35","3.638","25.7","34.3","8.6","2.9",".",".",".",".",".","28.6",".",".",".",".",".","."
"Professionals","582","3.595","21.6","22.7","12.2","2.1",".",".",".",".",".","41.4",".",".",".",".",".","."
"Dept. Total","582","3.595","21.6","22.7","12.2","2.1",".",".",".",".",".","41.4",".",".",".",".",".","."
