"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"812","081","","28","3.385","21.4","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","7.1"
"812","082","","31","3.350","19.4","29.0","48.4",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"812","083","","29","3.352","20.7","24.1","48.3",".",".",".",".",".",".",".",".",".","3.4",".",".","3.4"
"Prin Int Med-Basic Clrkship","Course Total","","100","3.364","19.0","25.0","42.0",".",".",".",".",".",".",".",".",".","11.0",".",".","3.0"
"902
MSTP Phys-Sci Preceptorship","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"903
MSTP Longitudinal Clerkship","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"910","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","4","***","","","","","","","","","","","","","","","",""
"916","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care","Course Total","","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","020","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","9","3.950","77.8","11.1",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","4","***","","","","","","","","","","","","","","","",""
"930","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"933","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"933","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
