"PHARMACOLOGY","Section","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","521
001","","19","3.211","10.5","31.6","52.6",".","","5.3","",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"","521
002","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Pharmacology I","Course Total","","21","3.238","14.3","28.6","52.4","",".","4.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"PHMCOL-M
724","Dept. Total","","21","3.238","14.3","28.6","52.4","",".","4.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","7","3.357","28.6","14.3","57.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","7","3.357","28.6","14.3","57.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.214",".","42.9","57.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","7","3.143","14.3","28.6","42.9","",".","14.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","7","3.143","14.3","28.6","42.9","",".","14.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","21","3.238","14.3","28.6","52.4","",".","4.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
