"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Econ Grwth&Devlpmnt-SE Asia","473","001","15","3.000","33.3","6.7","26.7","20.0","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"Agri & Econ Development-Africa","477","001","13","3.038","38.5","15.4","15.4","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","36","3.384","30.6","33.3","25.0","8.3","2.8",".",".",".",".",".",".",".",".",".",".","."
"Law and Economics","522","001","122","3.143","29.5","13.9","30.3","16.4","6.6",".","2.5","0.8",".",".",".",".",".",".",".","."
"Quant Mthds-Ag & Appl Econ","526","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Economics of Health Care","548","001","37","3.338","29.7","21.6","40.5","2.7","5.4",".",".",".",".",".",".",".",".",".",".","."
"Honors Thesis","581","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Population and Society","663","001","11","3.409","36.4","36.4","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","691","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Mathematics for Economists","700","001","103","3.706","57.3","25.2","16.5",".",".",".",".",".",".",".",".",".","1.0",".",".","."
"Microeconomics I","701","001","107","3.589","43.0","31.8","25.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Economics I","703","001","39","3.669","53.8","25.6","20.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econometrics I","704","001","107","3.734","53.3","40.2","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econometrics III","706","001","81","3.679","55.6","28.4","12.3","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics I","709","001","55","3.518","36.4","32.7","29.1","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","711","001","55","3.315","18.2","25.5","54.5",".",".",".",".","1.8",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","712","001","55","3.455","34.5","25.5","38.2",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","715","001","12","3.818","58.3","33.3",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","001","42","3.683","45.2","42.9","9.5",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","30","4.000","73.3",".",".",".",".",".",".",".",".",".",".",".","26.7",".",".","."
"Labor Economics","750","001","15","3.533","20.0","66.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","20","3.725","45.0","55.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv International Economics","871","001","11","3.800","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Recent Advances-Economics","899","001","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp in Math Econ Theory","901","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","999","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 210 of 423",""
