"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","164","3.694","48.8","18.3","3.7","4.3","1.8","",".","",".","16.5","",".",".","",".","3.0","",".",".","3.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","17","3.711","70.6","11.8","5.9","5.9","5.9","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","48","3.599","50.0","35.4","4.2","6.3","4.2","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","70","3.630","55.7","28.6","4.3","7.1","4.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","87","3.761","42.5","9.2","3.4","2.3",".","",".","",".","29.9","",".",".","",".","5.7","",".",".","6.9","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","4","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","164","3.694","48.8","18.3","3.7","4.3","1.8","",".","",".","16.5","",".",".","",".","3.0","",".",".","3.7","."
