"","919
010","","2","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
041","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
042","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","8","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","20","3.980","95.0","5.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","8","3.947","87.5","12.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","12","3.968","91.7","8.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","7","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","8","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.980","95.0","5.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
