"MED","","","","","","","","","","","","","","","","","","","","",""
"","POPULATION HEALTH SCIENCE Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Intro to SAS Prog for Pop Hlth","451","001","","20","3.750","75.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Air Pollution&Human Health","502","001","","76","3.467","32.9","31.6","28.9","5.3",".",".",".",".",".",".",".",".",".","1.3",".","."
"QI in Low Resource Settings","504","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551","001","","16","3.469","31.3","31.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internl Hlth & Global Society","553","001","","27","3.519","33.3","33.3","29.6",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"Toxicology I","625","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","650","080","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","650","083","","39","3.282","17.9","30.8","43.6","5.1","2.6",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","","59","3.387","45.8","20.3","28.8","3.4","1.7",".",".",".",".",".",".",".",".",".",".","."
"Adv Regression Mthds-Pop Hlth","651","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating Public Hlth Info","660","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Soc Marketing","662","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","","17","4.000","94.1",".",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Qual-Hlth Care:Eval&Assurnc","703","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Translat'l & Outcomes Research","709","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Integrating Med and PH","712","001","","106","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"International Health Systems","718","001","","35","3.971","94.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Hlth: Principles&Pract","780","001","","57","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MPH Field Experience Seminar","787","002","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"Public Health Field Experience","788","001","","15","3.948","60.0","6.7",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Biol Basis-Population Health","794","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","795","001","","49","3.786","73.5","10.2","16.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","795","002","","32","3.875","78.1","18.8","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles-Populatn Health Sci","","Course Total","","81","3.845","75.3","13.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Epidemiology","797","005","","92","3.670","56.5","19.6","22.8",".",".",".",".","1.1",".",".",".",".",".",".",".","."
"Monitoring Population Health","803","001","","27","3.704","74.1","14.8","7.4",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"Epidemiologic Methods 4","805","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Research Seminar","820","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem. Health Mental Health Econ","845","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Politics of Health Policy","879","001","","14","3.571","35.7","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
