"L&S","","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"","601","002","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","003","","18","3.794","55.6","38.9",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Prosem: Topics in Poli Sci","","Course Total","","29","3.821","62.1","34.5",".",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"Russian Politics","633","001","","32","3.188","18.8","28.1","40.6","3.1","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"Israeli Politics and Society","665","001","","29","3.155","20.7","17.2","41.4","13.8","6.9",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis Smr","683","001","","11","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Stdy Abroad-Pol Sci:CmpartvPol","690","00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","064","","48","3.389","37.5","31.3","16.7","10.4","4.2",".",".",".",".",".",".",".",".",".",".","."
"","699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","53","3.441","39.6","28.3","15.1","9.4","3.8",".",".",".",".",".",".",".","1.9",".","1.9","."
"Poli Sci-Discipline&Profession","800","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Stats in Political Sci","812","001","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Empirical Methods Poli Inquiry","817","001","","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Maximum Likelihood Estimation","818","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Legislative Process","826","001","","6","3.700","33.3","50.0",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Political Communication","829","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Formal Models Domestic Politic","836","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Smr-Comparative Politics","856","001","","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Relations Theories","857","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Political Science","","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-American Politics","904","001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","919","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem-Adv Methodology","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Seminar-Political Theory","931","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Feminist Political Theory","933","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","948","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-International Relations","960","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Political Theory Workshop","986","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Politic Colloquium","987","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"International Relations Wkshop","988","001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"American Politics Workshop","989","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","Page 296 of 423",""
