"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511","001","51","3.882","78.4","19.6","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","541","001","51","3.840","72.5","19.6","5.9",".",".",".",".",".",".",".",".",".",".",".","2.0","."
"Intro to Clinical Trials II","544","001","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576","001","21","3.656","47.6","9.5","14.3","4.8",".",".",".",".",".",".",".",".","4.8",".","19.0","."
"Math Mthds-Structural Biology","606","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Statistcl Mthds-Epidemiolgy","642","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Regression Mthds-Pop Hlth","651","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survival Analysis Thry & Mthds","741","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Comp Mthds for Med Image Anlys","767","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Biostats & Biomed Informatics","826","001","6","3.500","16.7","50.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Informatics-Med Students","918","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","","Dept. Total","167","3.820","68.3","17.4","6.6","0.6",".",".",".","3.6",".",".",".",".","0.6",".","3.0","."
