"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","",""
"938","043","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","044","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Acting Inpt Internship - Surg","Course Total","15","4.000","100.0",".",".",".","",".","",".",".",".","",".",".",".",".",".",".",".","."
"940
Adt Orth-Non-Orth Clerk-CSC","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"956
Plastc&RecnstrSurgClerk-CSC","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"963
Cardiac Surg Clerkship-CSC","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","194","3.508","62.4","7.2","28.9",".","",".","",".","0.5","0.5","",".",".",".",".",".",".","0.5","."
