"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"962","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship","Course Total","","6","3.938","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"965","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerkship","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"969
Transfusion Med Clerk-CSC","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Infectious Disease Clerkship","Course Total","","14","3.850","64.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"976","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"976","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Nephrology Clerkship","Course Total","","15","3.912","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"981","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease-Clinic/Cons","Course Total","","4","***","","","","","","","","","","","","","","","",""
"985","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine","Course Total","","4","***","","","","","","","","","","","","","","","",""
"988","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 367 of 423",""
