"","920
041","","4","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","920
042","","3","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","920
043","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","","75","3.577","41.3","22.7","32.0","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","30","3.383","26.7","30.0","36.7","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","42","3.686","50.0","19.0","28.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.4","."
"Professionals","","","73","3.567","39.7","23.3","32.9","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"","Dept. Total","","75","3.577","41.3","22.7","32.0","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.3","."
