"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"681","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","",".",".",".",".",".",".",".",".",".",".",".","87.5",".",".","12.5","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","9","3.950","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Promo&Disease Prevention
702","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ldrshp in Adv Practc Nursing I
704","001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Interdis Clin Rsch
705","001","","6","3.941","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706","001","","27","3.833","74.1","18.5","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"706","004","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research","Course Total","","33","3.833","75.8","15.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Foundations in Nurs
709","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Business Concept in Healthcare
711","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Sys Ldrship Practicum I
712","004","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eval of Hlth Inform Solutions
715","004","","25","3.800","72.0","24.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Population Health Practicum I
720","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nursing Thry: Adults
722","001","","18","3.778","66.7","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Pop Health Theory & Methods I
723","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"726","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"726","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"726","060","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","24","3.688","58.3","20.8","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","24","3.884","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Soc Theo in Pop Hlth
730","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nrsg Thry-Famly&Child
741","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd
746","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nrsg Thry-Psychiatric
751","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 457 of 478",""
