"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine I","601
001","66","3.818","71.2","21.2","7.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinic Prevnt & Commnty Prac I","610
001","67","",".",".",".",".",".",".",".",".",".","98.5",".",".",".",".",".","."
"Professional Seminar II","617
001","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Advanced Patient Evaluation I","620
001","67","3.962","91.0","7.5",".",".",".",".",".",".",".",".",".",".","1.5",".",".","."
"Women's Hlth-Physician Asstnts","630
001","67","3.799","67.2","26.9","4.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology I","640
001","66","3.773","69.7","21.2","3.0","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods I","650
001","66","3.765","59.1","34.8","6.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Smnr & Capstone I","717
001","60","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","31","3.774","58.1","38.7","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","25","3.740","48.0","52.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","33","3.652","63.6","21.2","12.1",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","30","3.783","66.7","23.3","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Health and PA Practice","787
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"750
PHY ASST","Dept. Total","660","3.772","47.0","17.1","3.3","0.8",".",".","0.2",".",".","31.4",".",".","0.2",".",".","."
