"","953
010","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","953
011","","4","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","953
012","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Dermatology Elective","Course Total","","12","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"229
DERM","Dept. Total","","69","3.978","62.3","2.9","",".",".","",".","",".","",".","34.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"229
DERM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","37","3.973","94.6","5.4","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","40","3.975","95.0","5.0","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","24","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","24","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","69","3.978","62.3","2.9","",".",".","",".","",".","",".","34.8","",".",".","",".","",".","",".",".",".","."
