"Phys Asst Precptrshp: Emrg Med","759
001","30","3.783","66.7","23.3","10.0",".","",".","",".",".",".","",".","",".",".","",".","",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Public Health and PA Practice","787
001","14","",".",".",".",".","",".","",".",".",".","",".","","100.0",".","",".","",".",".",".","."
"750
PHY ASST","Dept. Total","660","3.772","47.0","17.1","3.3","0.8","",".","",".","0.2","",".","",".","31.4","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","459","3.803","49.0","15.7","3.1","1.1","",".","",".",".","",".","",".","30.7","",".","",".","0.2",".",".","."
"Prof Yr 2","","180","3.738","40.0","21.7","4.4",".","",".","",".","0.6","",".","",".","33.3","",".","",".",".",".",".","."
"Prof Yr 4","","21","3.949","61.9","9.5",".",".","",".","",".",".","",".","",".","28.6","",".","",".",".",".",".","."
"Professionals","","660","3.772","47.0","17.1","3.3","0.8","",".","",".","0.2","",".","",".","31.4","",".","",".","0.2",".",".","."
"","Dept. Total","660","3.772","47.0","17.1","3.3","0.8","",".","",".","0.2","",".","",".","31.4","",".","",".","0.2",".",".","."
