"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"","401","005","","26","3.615","46.2","34.6","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","401","006","","20","3.921","85.0","5.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Selected Topics-Poli Sci","","Course Total","","140","3.766","70.0","18.6","7.9","2.1",".",".","0.7",".",".",".",".",".","0.7",".",".","."
"State Gov & Public Policy","405","001","","30","3.667","76.7","3.3","13.3","3.3",".",".","3.3",".",".",".",".",".",".",".",".","."
"Cmmnty Power&Grass Roots Pol","416","001","","11","3.500","45.5","18.2","18.2",".","9.1",".",".","9.1",".",".",".",".",".",".",".","."
"Philos, Poli, & Econ Seminar","461","001","","18","3.333","22.2","55.6","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"Deception and Politics","463","001","","50","3.850","76.0","20.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"The First Amendment","470","001","","47","3.478","48.9","25.5","14.9","4.3",".",".","4.3","2.1",".",".",".",".",".",".",".","."
"Campaign Finance","511","001","","33","3.318","33.3","36.4","12.1","9.1","6.1",".","3.0",".",".",".",".",".",".",".",".","."
"African Amer Political Theory","519","001","","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","601","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis Smr","683","001","","15","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Directed Study","698","001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Poli Sci-Discipline&Profession","800","001","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Writing Seminar","801","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Stats in Political Sci","812","001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Empirical Methods Poli Inquiry","817","001","","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Maximum Likelihood Estimation","818","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Political Communication","829","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory Field Seminar","839","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion and Politics","850","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Smr-Comparative Politics","856","001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Relations Theories","857","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","900","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Political Science","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-American Politics","904","002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem-Adv Methodology","919","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem Early Modern Theory","932","001","","7","3.900","57.1","14.3",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","948","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Political Theory Workshop","986","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Politic Colloquium","987","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Relations Colloq","988","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"American Politics Workshop","989","001","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","","Page 331 of 478",""
