"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","",""
"Functional Neuroanatomy for PT","500","001","","39","3.579","35.9","41.0","20.5",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"Cardiovasc&Pulmonry Treatmt","523","001","","38","3.868","76.3","21.1","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"FFdations of PT: Exam and Eval","527","001","","39","3.657","28.2","61.5",".",".",".",".",".",".",".",".",".",".","10.3",".",".","."
"PT Educ&Lifespan Learning Iss","539","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","541","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627","001","","39","3.436","33.3","30.8","28.2","5.1","2.6",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635","001","","38","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641","001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","642","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Medicine I","664","001","","39","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676","001","","38","3.618","28.9","65.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship IV","703","002","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship V","704","002","","38","",".",".",".",".",".",".",".",".",".","97.4",".",".",".",".",".","."
"Clinical Internship VI","705","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","033","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
