"PHARMACY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","",""
"","125
001","24","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","125
002","23","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Exploring Pharmacy I","Course Total","47","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Pharm Integrated Learning Lab","423
001","125","3.960","93.6","5.6",".","0.8","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Selected Topics in Pharmacy","490
001","11","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Dangerous Drugs","563
001","47","3.967","91.5","2.1","2.1",".","",".","",".","",".",".",".","",".",".","",".","",".","4.3",".","."
"Safety & Quality-Med Use Sys","608
001","94","3.713","56.4","30.9","11.7","1.1","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Legal Struct Contr Substances","612
001","42","3.744","54.8","35.7","7.1",".","",".","",".","",".",".",".","",".",".","",".","",".",".","2.4","."
"Rural Pharmacy Practice","630
001","10","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","674
001","48","3.978","89.6","4.2",".",".","",".","",".","",".","4.2",".","",".",".","",".","","2.1",".",".","."
"","674
002","19","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Cannabinoids","Course Total","67","3.984","92.5","3.0",".",".","",".","",".","",".","3.0","",".",".","",".","",".","1.5",".",".","."
"CNS Drug Principles I","770
001","37","3.892","78.4","21.6",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Research Ethics","800
001","27","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","801
001","15","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","801
002","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Bioethics & Sci Integrity","Course Total","18","3.944","94.4",".","5.6",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"726
PHARMACY","Dept. Total","525","3.885","83.6","11.8","3.0","0.4","",".","",".","",".","0.4","",".",".","",".","",".","0.2","0.4","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","25","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","47","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","72","3.926","77.8","11.1","4.2",".","",".","",".","",".","2.8","",".",".","",".","",".",".","2.8","1.4","."
"Graduate","","146","3.937","85.6","12.3","1.4",".","",".","",".","",".",".","",".",".","",".","",".","0.7",".",".","."
"Prof Yr 1","","125","3.960","93.6","5.6",".","0.8","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","19","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","116","3.752","64.7","25.0","9.5","0.9","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","260","3.824","81.2","13.8","4.2","0.8","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","525","3.885","83.6","11.8","3.0","0.4","",".","",".","",".","0.4","",".",".","",".","",".","0.2","0.4","0.2","."
