"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"Extramural Elect-Intl Health","937
063","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"TRIUMPH I: Seminar & Projects","951
001","12","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"TRIUMPH II: Milwaukee","953
002","10","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"TRIUMPH III: Leadership","955
007","17","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"882
SR MED","Dept. Total","139","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","10","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","14","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","115","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","139","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","139","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
