"TERM : 1252","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2024-2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","Dept. Total
52","4.000","11.5","",".","",".","",".","",".","",".","",".","86.5","",".",".","",".","",".","",".",".","1.9","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
