"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"The Field of Social Work","Course Total","43","3.869","72.1","25.6",".",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"Social Policy","709
010","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","711
001","24","3.542","16.7","75.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology-SWPract. in MH","712
001","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","40","3.925","87.5","10.0","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","742
001","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
011","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
021","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
022","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
031","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
032","15","3.700","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","800
033","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
041","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
042","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
121","15","3.968","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
131","16","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Field Prac/Integrat Smr III","Course Total","123","3.938","90.2","5.7",".",".",".",".","0.8",".",".",".",".",".","3.3",".",".","."
"Field Pract/Integrat Smr IV","801
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Work Prac in Schools I","815
010","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Wrk Practicum Schools I","816
010","16","",".",".",".",".",".",".",".","93.8",".",".",".",".",".","6.3",".","."
"SW Pract. in Aging & MH","821
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
001","26","3.865","73.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
002","26","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
010","19","3.972","89.5","5.3",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Adv Soc Work Pract-Mental Hlth","Course Total","71","3.871","76.1","19.7","2.8",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"Mental Hlth Policies&Services","836
010","21","3.881","85.7","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
001","25","3.940","88.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
002","23","4.000","95.7",".",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","840
010","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","66","3.977","93.9","4.5",".",".",".",".",".",".",".",".",".",".","1.5",".",".","."
"Cog & MH Treatments for Adults","870
010","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Work Practice in Hlth Care","873
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth, Aging, Disably Pol&Serv","875
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","920
001","19","3.611","42.1","31.6","21.1",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","920
010","11","3.900","72.7","18.2",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","Page 350 of 478",""
