"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","Dept. Total","491","3.667","41.5","28.9","4.5","0.4","0.2","",".","",".","",".","",".","23.2","",".","",".","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","2","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","","197","3.572","40.1","46.2","9.6","1.0","0.5","",".","",".","",".","",".",".","",".","",".","2.5",".",".","."
"Prof Yr 2","","210","3.773","57.6","23.3","1.4",".",".","",".","",".","",".","",".","17.6","",".","",".",".",".",".","."
"Prof Yr 3","","82","3.643","2.4","2.4",".",".",".","",".","",".","",".","",".","93.9","",".","",".",".",".",".","."
"Professionals","","489","3.667","41.3","29.0","4.5","0.4","0.2","",".","",".","",".","",".","23.3","",".","",".","1.0",".",".","."
"","Dept. Total","491","3.667","41.5","28.9","4.5","0.4","0.2","",".","",".","",".","",".","23.2","",".","",".","1.0",".",".","."
