"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534","001","","39","3.641","33.3","61.5","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","540","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Practice Issues in PT","543","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628","001","","39","3.628","38.5","48.7","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636","001","","39","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640","001","","39","3.897","79.5","20.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Iss in Rehab Rsch II","643","001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665","001","","39","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677","001","","39","3.744","56.4","35.9","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700","002","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705","002","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VII","706","003","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","005","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
