"","921
007","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","921
042","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","921
045","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Inpatient Neuro ICU Elective","Course Total","","8","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"678
NEURSURG","Dept. Total","","50","4.000","78.0","",".","",".",".","",".","",".","",".","22.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","13","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","23","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","39","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","6","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","11","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","4.000","78.0","",".","",".",".","",".","",".","",".","22.0","",".",".","",".","",".","",".",".",".","."
