"PHARMACY PRACTICE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","",""
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","44","4.000","97.7",".",".",".",".",".",".",".",".",".",".",".",".","2.3",".","."
"740","006","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0"
"740","007","","23","3.913","87.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","008","","8","3.688","75.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Acute Pharmaceut Care Clerkshp","Course Total","","41","3.875","82.9","7.3","4.9","2.4",".",".",".",".",".",".",".",".",".",".",".","2.4"
"741","006","","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"741","008","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"741","187","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"741","272","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"741","287","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatry Phmceut Care Clrk","Course Total","","45","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742","006","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742","007","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742","008","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health-system Pharm Clerkship","Course Total","","52","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"743","006","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"743","007","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"743","008","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Pharmarcy Practice","Course Total","","34","3.971","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd
746","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760","006","","55","3.891","87.3","5.5","5.5","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"760","007","","65","3.908","87.7","7.7","3.1","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"760","008","","62","3.944","95.2","1.6","1.6",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"760","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","215","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760","225","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","280","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760","293","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elective Pharm Pract Clkshp","Course Total","","198","3.917","89.9","5.6","3.0","1.0","0.5",".",".",".",".",".",".",".",".",".",".","."
