"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH Section","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","Dept. Total","722","","",".",".",".",".",".",".",".","96.8","1.0",".",".",".","0.1",".",".","2.1"
"Summary by Level","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","377","","",".",".",".",".",".",".",".","97.6","1.3",".",".",".",".",".",".","1.1"
"Prof Yr 2","","175","","",".",".",".",".",".",".",".","92.0","1.1",".",".",".","0.6",".",".","6.3"
"Prof Yr 3","","59","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","111","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","722","","",".",".",".",".",".",".",".","96.8","1.0",".",".",".","0.1",".",".","2.1"
"","Dept. Total","722","","",".",".",".",".",".",".",".","96.8","1.0",".",".",".","0.1",".",".","2.1"
