"","919
006","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
007","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
008","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Individual Phase 3 Clinical","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","Dept. Total","","45","3.978","57.8","2.2","",".","",".","",".","",".","",".","40.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","6","3.900","83.3","16.7","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","23","3.973","95.7","4.3","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","13","",".",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","17","",".",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.978","57.8","2.2","",".","",".","",".","",".","",".","40.0","",".",".","",".","",".","",".",".",".","."
