"TERM : 1234","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","Dept. Total
46","4.000","41.3","",".","",".","",".","",".","",".","",".","58.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
