"RADIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","",""
"910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch Radiology","Course Total","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Imaging and Embryology
911","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","104","","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","112","","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Physician Financial Wellness","Course Total","","72","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","002","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","003","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","004","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","005","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","006","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","011","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","011","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Section Total","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Diagnostic Radiol Elective","Course Total","","81","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"923","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Nuclear Med Elective","Course Total","","4","***","","","","","","","","","","","","","","","",""
"924","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Radiology Elective","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
