"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine II","602
001","56","3.741","53.6","41.1","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics","603
001","57","3.588","42.1","38.6","14.0","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Prev & Community Prac II","611
001","56","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar III","618
001","57","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Adv Patient Eval-Prim Care II","621
001","57","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology II","641
001","56","3.616","42.9","39.3","16.1","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Medicine","648
001","57","3.675","47.4","42.1","8.8","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods II","651
001","56","3.679","46.4","42.9","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Skills Laboratory","660
001","57","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prep for Health Care Belize","662
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdisciplinary Care Belize","663
001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Independent Study","699
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Profess'l Smnr & Capstone II","718
001","55","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","12","3.909","75.0","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","51","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
PHY ASST","Dept. Total","721","3.803","43.0","18.2","4.7","0.7",".",".",".","2.1",".","31.2",".",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Graduate","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","513","3.709","38.4","21.6","5.3","1.0",".",".",".","2.5",".","31.2",".",".",".",".",".","."
"Prof Yr 2","","201","3.888","52.7","10.0","3.5",".",".",".",".","1.0",".","32.3",".",".","0.5",".",".","."
"Professionals","","714","3.802","42.4","18.3","4.8","0.7",".",".",".","2.1",".","31.5",".",".","0.1",".",".","."
"","Dept. Total","721","3.803","43.0","18.2","4.7","0.7",".",".",".","2.1",".","31.2",".",".","0.1",".",".","."
