"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"So You Want to Chng the World?","100
001","","113","3.929","97.3",".","0.9",".",".","0.9","0.9",".",".",".",".",".",".",".",".","."
"Health Care: Intrdis Appr","105
001","","70","3.601","60.0","22.9","4.3","4.3","5.7",".","1.4",".",".",".",".",".","1.4",".",".","."
"Intro-Field of Social Work","205
001","","92","3.560","52.2","22.8","17.4","4.3","1.1","2.2",".",".",".",".",".",".",".",".",".","."
"Introduction-Social Policy","206
001","","78","3.256","41.0","24.4","15.4","3.8","7.7","5.1","2.6",".",".",".",".",".",".",".",".","."
"","375
001","","20","3.225","25.0","40.0","15.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","375
002","","23","3.614","56.5","17.4","13.0","4.3","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"Cont Issues-Social Welfare","Course Total","","43","3.429","41.9","27.9","14.0","4.7","7.0","2.3",".",".",".",".",".",".","2.3",".",".","."
"","401
008","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
009","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
010","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
011","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
012","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","401
014","","11","3.750","54.5","27.3","9.1",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","401
101","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
102","","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr II","Course Total","","86","3.882","87.2","8.1","1.2","1.2",".",".","1.2",".",".",".",".",".","1.2",".",".","."
"Genlst Pract w Comms & Orgs","442
010","","23","3.977","91.3","4.3",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Substance Use Disorders","453
001","","98","3.811","77.6","12.2","5.1","5.1",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","457
001","","84","3.625","57.1","23.8","13.1","1.2","3.6","1.2",".",".",".",".",".",".",".",".",".","."
"Homelessness: Service Learning","578
001","","11","3.273","45.5","27.3","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Social Policy","606
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
003","","17","3.676","41.2","52.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
004","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Gnlst Pract","Course Total","","57","3.886","78.9","19.3","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Work in Am Indian Communit","636
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","","18","3.559","38.9","44.4",".","5.6","5.6",".",".",".",".",".",".",".","5.6",".",".","."
"","639
002","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"GLBT Issues and Social Welfare","Course Total","","24","3.595","45.8","37.5","4.2","4.2","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"","644
001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","644
002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","644
010","","11","3.364","45.5","9.1","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Issues in Dev. Disabilities","Course Total","","36","3.780","77.8","5.6","11.1","2.8","2.8",".",".",".",".",".",".",".",".",".",".","."
"","646
001","","22","3.909","90.9","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","646
010","","9","3.278","55.6","22.2",".","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Child Abuse and Neglect","Course Total","","31","3.726","80.6","9.7",".","6.5",".",".","3.2",".",".",".",".",".",".",".",".","."
"Palliative & End-of-Life SW","648
001","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Social Wrk Research","650
001","","36","3.139","22.2","30.6","19.4","13.9","11.1","2.8",".",".",".",".",".",".",".",".",".","."
"","656
001","","20","3.750","80.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","656
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","656
010","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 339 of 476",""
