"","769
225","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Clin Rsrch & Pharm Investig","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"Grad Sem Hlth-System Pharmacy","962
001","8","4.000","100.0",".",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Advanced Independent Study","999
028","8","4.000","100.0",".",".",".",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"728
PHM PRAC","Dept. Total","1724","3.763","74.5","11.8","6.6","3.8","1.3","",".","0.1","",".","",".","1.9","",".","",".","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","5","***","","","","","","","","","","","","","60.0","",".","",".","",".",".",".","."
"Undergraduates","","7","4.000","57.1",".",".",".",".","",".",".","",".","",".","42.9","",".","",".","",".",".",".","."
"Graduate","","39","3.821","66.7","12.8","2.6","2.6",".","",".",".","",".","",".","15.4","",".","",".","",".",".",".","."
"Prof Yr 1","","242","3.927","84.7","4.5","0.4",".","0.8","",".","0.4","",".","",".","8.7","",".","",".","",".","0.4",".","."
"Prof Yr 2","","513","3.454","56.1","20.7","13.5","7.8","1.6","",".",".","",".","",".","0.4","",".","",".","",".",".",".","."
"Prof Yr 3","","544","3.646","76.5","11.4","6.1","3.9","2.0","",".","0.2","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","379","3.932","91.0","5.3","2.4","0.8","0.3","",".",".","",".","",".",".","",".","",".","",".",".",".","0.3"
"Professionals","","1678","3.762","74.7","11.9","6.7","3.8","1.3","",".","0.1","",".","",".","1.4","",".","",".","",".","0.1",".","0.1"
"","Dept. Total","1724","3.763","74.5","11.8","6.6","3.8","1.3","",".","0.1","",".","",".","1.9","",".","",".","",".","0.1",".","0.1"
