"TERM : 1234","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","","","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","Dept. Total
217","3.615","49.8","13.4","9.7","3.7","2.3","0.5","",".","12.9","",".",".","",".","6.5","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
