"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","Dept. Total","541","3.799","52.5","15.9","2.4","",".","",".","",".","",".","",".","",".","29.2","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","240","3.790","58.3","22.5","2.9","",".","",".","",".","",".","",".","",".","16.3","",".","",".","",".",".",".","."
"Prof Yr 2","","213","3.811","65.3","14.1","2.8","",".","",".","",".","",".","",".","",".","17.8","",".","",".","",".",".",".","."
"Prof Yr 3","","85","3.643","2.4","2.4",".","",".","",".","",".","",".","",".","",".","95.3","",".","",".","",".",".",".","."
"Professionals","","538","3.798","52.2","16.0","2.4","",".","",".","",".","",".","",".","",".","29.4","",".","",".","",".",".",".","."
"","Dept. Total","541","3.799","52.5","15.9","2.4","",".","",".","",".","",".","",".","",".","29.2","",".","",".","",".",".",".","."
