"","999
092","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
096","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
097","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","14","4.000","85.7",".",".",".",".",".",".",".","",".",".",".","7.1","7.1",".",".","."
"692
NURSING","Dept. Total","2529","3.556","41.8","20.4","9.0","3.2","1.0","0.2","0.2","1.5","",".","22.2","0.0","0.2","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.538","46.2","23.1","23.1","7.7",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","46","3.798","71.7","17.4","8.7","2.2",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","400","3.416","35.8","21.0","12.5","4.8","1.8","0.5","0.8",".","",".","22.8",".",".",".",".","0.3","."
"Senior","","1666","3.475","33.3","23.5","9.9","3.4","1.1","0.2",".","0.1","",".","28.3","0.1",".","0.1",".",".","."
"Undergraduates","","2125","3.472","34.7","22.9","10.4","3.6","1.2","0.3","0.1","0.1","",".","26.4","0.0",".","0.0",".","0.0","."
"Special","","11","3.786","54.5","9.1","9.1",".",".",".",".",".","",".",".",".",".",".",".","27.3","."
"Graduate","","392","3.902","79.8","7.1","1.0","0.8",".",".","0.8","9.2","",".",".",".","1.0","0.3",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","2529","3.556","41.8","20.4","9.0","3.2","1.0","0.2","0.2","1.5","",".","22.2","0.0","0.2","0.1",".","0.2","."
