"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"APN Clin Appl & Role Dev I","Course Total","","28","3.949","92.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Critical Soc Theo in Pop Hlth","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"746","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"746","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","Course Total","","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Nursing Education Practicum","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799
Independent Study","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"804
Advanced Qualitative Design","001","","9","3.929","66.7","11.1",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"811
Advanced Pathophysiology","001","","28","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"816","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"816","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar in Nursing Research","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"818
Patient-centered Research","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"826","011","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","021","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","041","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","061","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract III","Course Total","","36","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"828","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"828","021","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"828","041","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","063","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","064","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Leadership III","Course Total","","37","3.986","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"906","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"906","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"906","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scholarly Project","Course Total","","34","",".",".",".",".",".",".",".","91.2","2.9",".",".",".",".",".","5.9","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
