"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Program","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"200
Biomedical Engineering Design","001","","130","3.792","63.1","32.3","4.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"300
Biomedical Engineering Design","001","","130","3.853","76.2","21.5","0.8",".",".",".","0.8",".",".",".",".",".","0.8",".",".","."
"315
Biomechanics","001","","87","3.500","33.3","39.1","20.7","4.6","1.1",".",".",".",".",".",".",".","1.1",".",".","."
"330
Eng Prin Mol, Cells, Tissues","001","","37","3.351","32.4","27.0","24.3","10.8","5.4",".",".",".",".",".",".",".",".",".",".","."
"389","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"399","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","096","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","118","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","133","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","139","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","148","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","150","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","62","4.000","98.4",".",".",".",".",".",".",".",".",".",".",".",".",".","1.6","."
"400
Capstone Design Course","001","","98","3.893","79.6","19.4","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"414
Orthopaedic Biomechanics","001","","31","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"462
Medical Instrumentation","001","","12","3.375","33.3","25.0","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Intro to Tissue Engineering","001","","43","3.779","72.1","11.6","16.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"511
Tissue Engineering Laboratory","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
