"TERM : 1222","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","","","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","350
Dept. Total","3.726","62.0","13.1","7.4","2.3","0.3","0.9","",".","6.3","",".",".","",".","6.9","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766","PL PATH","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
