"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PUBLIC HEALTH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"828
PUBLHLTH","","","","","","","","","","","","","","","","","","",""
"Intro to Global Health","710
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GlobalHealthSystemsGovernance","711
001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GlobalHealthInfectDis","712
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GlobalHealthNonCommDiseases","713
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Evidence-Based Decision-Making","780
001","50","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","781
001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","781
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","781
003","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","781
004","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comm PUBHLTH Effectively I","Course Total","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"SDoH & Hlth Equity","782
002","49","3.980","95.9","4.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quantitative Approaches to PH","783
001","48","3.635","60.4","20.8","10.4","2.1","6.3",".",".",".",".",".",".",".",".",".",".","."
"MPH Applied Practice Exp Semin","787
002","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Applied Practice Experience","788
001","22","",".",".",".",".",".",".",".","90.9",".",".",".",".","9.1",".",".","."
"MPH Culminating Seminar","790
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating PH Info -2","791
001","44","3.942","86.4","11.4",".",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"Politics of Health Policy","792
001","41","3.731","46.3","46.3","2.4",".",".",".",".","2.4",".",".",".",".","2.4",".",".","."
"PUBLHLTH
828","Dept. Total","372","3.858","62.9","10.5","1.6","0.3","0.8",".",".","22.6",".",".",".",".","1.3",".",".","."
