"TERM : 1222","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"","SOCIAL & ADMINISTRATIVE PHA Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732","S&A PHM","","","","","","","","","","","","","","","","","","","","","","",""
"732","S&A PHM","194
Dept. Total","3.455","38.7","24.7","21.1","5.2","2.6","",".","",".","7.2","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732","S&A PHM","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
